CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AveMonthSpend
26254,,Seth,A,Henderson,,8501 Bonifacio St.,,Beaverton,Oregon,United States,97005,159-555-0189,7/13/1955,Partial High School,Clerical,M,S,0,2,0,3,31771,63
15771,,Maria,A,Diaz,,2613 West I St.,,Lebanon,Oregon,United States,97355,400-555-0178,1/23/1958,Graduate Degree,Management,F,M,1,4,1,1,159093,69
16848,,Jessica,,Thomas,,544 Magda Way,,Newton,British Columbia,Canada,V2L3W8,749-555-0195,4/7/1963,Partial College,Professional,F,S,0,2,3,4,104236,80
13723,,Leonard,D,Raje,,3675 Palms Dr,,Burbank,California,United States,91502,346-555-0178,8/6/1954,High School,Clerical,M,M,1,1,0,1,66440,78
24779,,Morgan,,Lee,,9686 Willbrook Court,,Marysville,Washington,United States,98270,507-555-0173,5/7/1971,Graduate Degree,Skilled Manual,F,M,1,0,1,1,87230,61
14644,,Jennifer,R,Lee,,3869 Northwood Drive,,Lebanon,Oregon,United States,97355,576-555-0167,12/14/1967,Partial College,Skilled Manual,F,S,0,1,0,0,56584,43
13077,,Alejandro,K,Goel,,9383 Ashmount Way,,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0117,5/24/1956,High School,Skilled Manual,M,S,0,2,0,2,79583,72
17454,,Edward,A,Perry,,1720 Monument Blvd.,,Burbank,California,United States,91502,388-555-0189,5/11/1960,Partial College,Professional,M,M,0,4,3,3,158884,140
17103,,Franklin,D,Xu,,Heideweg 1459,,Berlin,Hamburg,Germany,14111,1 (11) 500 555-0127,9/14/1972,Partial College,Clerical,M,M,1,1,1,1,57686,83
29226,,Katherine,A,Lee,,6694 Falcon Dr.,,Redmond,Washington,United States,98052,679-555-0126,4/18/1934,Graduate Degree,Management,F,S,1,2,0,2,106763,44
23059,,Spencer,,Price,,1709 P St.,,W. Linn,Oregon,United States,97068,403-555-0146,8/11/1953,Graduate Degree,Management,M,M,1,2,0,3,114223,87
23596,,Katherine,,Bradley,,"3366, rue Ste-Honoré",,Paris,Seine (Paris),France,75007,1 (11) 500 555-0185,7/8/1957,Partial College,Professional,F,S,1,3,4,4,140144,85
25355,,Richard,,Smith,,2141 Banking Road,,Edmonds,Washington,United States,98020,308-555-0185,6/3/1957,Partial High School,Clerical,M,M,0,2,1,2,26084,74
13227,,Alexander,,Wilson,,215 Baxter Court,,Chula Vista,California,United States,91910,780-555-0177,5/25/1947,Bachelors ,Management,M,M,1,3,0,5,97733,75
27483,,Thomas,N,Shan,,6120 Apple Court,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0122,8/26/1949,Partial High School,Clerical,M,M,1,2,1,2,36559,72
22814,,Edwin,,Kumar,,"10, rue de l´Avenir",,Suresnes,Hauts de Seine,France,92150,1 (11) 500 555-0135,2/10/1946,Bachelors ,Management,M,M,1,4,3,3,116505,121
11280,,Robert,,Collins,,5271 Sierra Road,,Lynnwood,Washington,United States,98036,966-555-0171,8/21/1963,Partial College,Professional,M,M,1,1,0,0,125485,92
27667,,Jessica,M,Sanchez,,6670 Del Rey St,,Daly City,California,United States,94015,135-555-0163,12/22/1954,High School,Professional,F,M,0,1,1,3,67640,60
13684,,Francis,,Dominguez,,Am Karlshof 8,,Kassel,Hessen,Germany,34117,1 (11) 500 555-0126,5/14/1972,Partial High School,Manual,M,S,0,2,0,0,20618,54
21293,,Ashley,,Garcia,,2080 Wesley Court,,Concord,California,United States,94519,773-555-0126,7/6/1962,Partial College,Professional,F,S,1,4,3,3,130398,80
28609,,Jose,A,Harris,,2084 Ahwanee Lane,,Burien,Washington,United States,98168,196-555-0171,10/12/1956,High School,Skilled Manual,M,M,0,2,0,2,52579,74
17605,,Jon,,Ma,,9095 Ironwood Drive,,Bellflower,California,United States,90706,556-555-0177,3/23/1969,Graduate Degree,Professional,M,M,1,2,5,5,111820,160
25867,,Carlos,A,Carter,,1019 Buchanan Road,,Woodland Hills,California,United States,91364,513-555-0141,10/20/1946,Bachelors ,Management,M,S,1,3,0,5,107636,77
27447,,Miranda,D,Hayes,,3140 Park Tree Ct,,Woodland Hills,California,United States,91364,272-555-0199,4/28/1969,Graduate Degree,Professional,F,M,1,0,0,3,109092,56
20033,,Carlos,E,Turner,,5741 Glen Wood Dr.,,Santa Monica,California,United States,90401,213-555-0189,10/18/1963,Bachelors ,Professional,M,M,1,2,2,4,86008,111
19439,,Franklin,C,Xu,,Potsdamer Straße 939,,Eilenburg,Brandenburg,Germany,4838,1 (11) 500 555-0191,3/14/1969,Graduate Degree,Clerical,M,S,1,0,0,0,84399,70
18993,,Kevin,L,Ross,,7153 Bellord Ct,# 18,Berkeley,California,United States,94704,824-555-0115,11/14/1946,Bachelors ,Management,M,M,1,2,0,4,93480,75
14398,,James,,Anderson,,6267 Concord Royale,,Spokane,Washington,United States,99202,149-555-0142,9/10/1948,Partial College,Professional,M,M,1,1,1,2,114545,92
27951,,Roy,,Torres,,"839, rue Mazagran",,Paris,Seine (Paris),France,75019,1 (11) 500 555-0142,7/12/1952,Partial College,Professional,M,S,0,2,1,4,145426,95
13999,,Elijah,A,Gonzales,,8815 Wildberry Court,,Oakland,California,United States,94611,447-555-0164,8/17/1978,Partial College,Skilled Manual,M,M,1,2,0,0,98816,81
27676,,Trevor,,Flores,,5608 Montanya Court,,Redwood City,California,United States,94063,121-555-0136,4/10/1951,Partial College,Professional,M,M,1,2,0,3,54071,71
28464,,Eddie,I,Hernandez,,"144, avenue Foch",,Paris,Seine (Paris),France,75003,1 (11) 500 555-0149,5/11/1956,Partial College,Manual,M,M,1,0,0,2,29264,65
14351,,Riley,,Gray,,7906 Star Tree Court,,Berkeley,California,United States,94704,399-555-0190,2/2/1976,Partial College,Skilled Manual,F,S,1,1,0,0,33829,46
15066,,Diana,,Munoz,,"9, rue de Courtaboeuf",,Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0116,3/5/1970,High School,Manual,F,M,1,1,1,1,24754,56
27054,,Shawn,,Sharma,,7801 Esperanza,,Bellflower,California,United States,90706,926-555-0117,12/6/1959,Partial College,Clerical,M,M,0,1,0,2,53214,68
11404,,Megan,E,Taylor,,Berliner Platz 43,,Kassel,Hessen,Germany,34117,1 (11) 500 555-0178,1/1/1952,Partial College,Manual,F,S,0,2,0,3,17764,39
14254,,Tabitha,L,Gill,,1006 Deercreek Ln,,Bellflower,California,United States,90706,836-555-0136,9/1/1943,Bachelors ,Management,F,M,0,2,4,4,140677,88
17881,,Tamara,L,Wang,,4987 Westover Dr.,,London,England,United Kingdom,SW8 4BG,1 (11) 500 555-0131,6/24/1961,Graduate Degree,Clerical,F,M,1,0,0,1,44528,44
23582,,Stephanie,A,Simmons,,4583 Turning View,,Redwood City,California,United States,94063,284-555-0125,3/23/1973,Partial College,Skilled Manual,F,M,1,1,0,0,73496,48
19542,,Robert,E,Allen,,618 Bentley Ct.,,Salem,Oregon,United States,97301,818-555-0182,7/21/1959,Graduate Degree,Professional,M,M,1,1,0,1,126869,90
25899,,Caitlin,D,Rogers,,6211 Piedmont Dr,,Imperial Beach,California,United States,91932,628-555-0110,10/4/1952,High School,Professional,F,M,1,2,1,2,77402,61
15185,,Jonathan,D,Evans,,2708 Stephanie Way,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0118,8/10/1958,Graduate Degree,Management,M,M,1,1,1,1,179645,110
28281,,Juan,A,Cox,,9566 River Ash Court,,Colma,California,United States,94014,627-555-0113,12/26/1935,Graduate Degree,Management,M,M,1,2,0,4,116351,70
11024,,Russell,,Xie,,8734 Oxford Place,,Concord,California,United States,94519,746-555-0186,9/17/1978,Partial College,Skilled Manual,M,M,1,2,0,0,91276,77
11815,,Hannah,J,Patterson,,3327 Rockridge Dr.,,Tacoma,Washington,United States,98403,110-555-0136,4/24/1970,Graduate Degree,Professional,F,M,1,0,0,3,81129,50
20500,,Morgan,E,Butler,,1092 Boxer Blvd,,Port Hammond,British Columbia,Canada,V6B 3P7,754-555-0134,4/26/1944,High School,Professional,F,M,0,2,0,4,43059,47
26662,,Lori,C,Alvarez,,2751 Hooftrail Way,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0110,9/13/1968,Bachelors ,Professional,F,S,1,1,2,2,83490,65
20620,,Victoria,J,Cook,,6526 Edie Ct.,,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0167,2/4/1971,Bachelors ,Professional,F,S,0,3,0,0,117638,55
18637,,Thomas,A,Sharma,,1462 West Cliff Place,,Metchosin,British Columbia,Canada,V9,514-555-0198,12/7/1975,Partial College,Clerical,M,S,1,0,3,3,49180,101
17274,,Arturo,E,Lu,,560 Nottingham Place,,Bremerton,Washington,United States,98312,697-555-0134,11/16/1958,Graduate Degree,Professional,M,M,1,2,4,5,97196,142
21859,,Monica,,Kim,,"6, rue Philibert-Delorme",,Colombes,Hauts de Seine,France,92700,1 (11) 500 555-0118,8/16/1948,Partial High School,Skilled Manual,F,S,1,3,1,5,57880,51
21554,,Molly,,Rana,,8970 Kahrs Avenue,,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0193,7/24/1973,Bachelors ,Professional,F,S,0,3,0,0,97398,50
15934,,Nichole,C,Raji,,6345 St Paul Way,,Bellingham,Washington,United States,98225,788-555-0178,3/28/1956,Partial College,Professional,F,S,1,2,0,3,81422,51
20276,,Haley,R,Sanchez,,517 South St.,,Seattle,Washington,United States,98104,688-555-0130,9/26/1980,High School,Skilled Manual,F,S,1,2,0,0,28424,33
24107,,Jonathan,,Jenkins,,Unter Linden 9,,Erlangen,Bayern,Germany,91054,1 (11) 500 555-0110,4/5/1963,Partial College,Clerical,M,M,1,1,3,3,56290,114
28370,,Eddie,R,Gutierrez,,6189 Stonewood Ct.,,London,England,United Kingdom,W10 6BL,1 (11) 500 555-0115,5/10/1967,Bachelors ,Clerical,M,S,0,0,1,1,70958,81
11061,,Todd,M,Gao,,8808 Geneva Ave,,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0191,2/27/1954,Partial College,Skilled Manual,M,M,1,2,0,2,110712,84
27645,,Colin,G,Anand,,7626 Sinclair Avenue,,Coronado,California,United States,92118,199-555-0186,8/18/1961,High School,Professional,M,M,1,4,3,3,159581,136
20107,,Danielle,W,Morris,,3165 Fountain Rd.,,Renton,Washington,United States,98055,146-555-0110,3/8/1957,Partial College,Clerical,F,M,1,1,0,1,43242,43
13391,,Brenda,,Malhotra,,5190 Jacqueline Way,,Burnaby,British Columbia,Canada,V3J 6Z3,113-555-0198,2/27/1951,Partial High School,Skilled Manual,F,M,1,3,1,2,53414,55
16683,,Christy,,Rai,,4814 Ward Street,,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0115,3/5/1967,Bachelors ,Professional,F,M,1,0,4,4,101155,91
12144,,Kelly,,Jenkins,,4511 Gathering Court,,Port Orchard,Washington,United States,98366,131-555-0124,11/10/1965,Partial College,Professional,F,M,1,4,1,4,82926,62
21117,,Bryant,K,Sara,,"65bis, boulevard Saint Germain",,Saint Ouen,Loir et Cher,France,41100,1 (11) 500 555-0153,5/24/1975,Partial High School,Manual,M,S,1,2,0,0,17793,56
28846,,Cynthia,D,Lopez,,2775 Heather Leaf Ln.,,Chula Vista,California,United States,91910,359-555-0135,11/14/1968,Bachelors ,Skilled Manual,F,S,0,1,2,2,83634,64
16043,,Mathew,L,Romero,,3598 Walnut Place,,Bracknell,England,United Kingdom,RG12 8TB,1 (11) 500 555-0142,3/13/1958,Bachelors ,Manual,M,S,1,0,0,1,24526,58
22934,,Tonya,A,Kumar,,677 Riviera Way,,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0165,11/16/1962,Bachelors ,Professional,F,M,1,1,0,1,85125,51
12353,,Joe,,Ramos,,8080 Lancelot Dr.,,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0160,10/20/1973,Partial College,Management,M,M,0,3,5,5,154378,168
28841,,Samuel,,Gonzales,,1510 Bidwell Street,,Colma,California,United States,94014,891-555-0125,11/6/1971,Graduate Degree,Professional,M,M,1,0,0,2,112523,81
16713,,Tony,L,Nara,,7922 Rock Island Drive,,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0115,11/6/1953,Bachelors ,Management,M,M,1,1,0,2,81307,81
11399,,Brenda,F,Mehta,,"11, avenue du Port",,Paris,Seine (Paris),France,75016,1 (11) 500 555-0155,8/4/1969,Bachelors ,Clerical,F,S,1,0,0,1,58624,47
27373,,Eduardo,E,Rivera,,7361 Quiet Place Drive,,Woodburn,Oregon,United States,97071,253-555-0188,4/19/1948,High School,Professional,M,S,0,2,0,4,54300,66
15566,,Aaron,,Foster,,4461 Centennial Way,,Newton,British Columbia,Canada,V2M1P1,477-555-0181,9/25/1959,Graduate Degree,Professional,M,M,1,1,0,2,123553,90
28928,,Margaret,,Wu,,6559 Via Rerrari,,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0182,6/19/1976,Bachelors ,Professional,F,S,0,2,0,0,126289,55
20374,,Fernando,S,Adams,,4787 R St.,,Fremont,California,United States,94536,247-555-0133,6/15/1954,Partial High School,Skilled Manual,M,M,0,2,0,2,71693,85
28242,,Madison,,Butler,,8280 Parkway Dr.,,Chula Vista,California,United States,91910,179-555-0128,7/3/1964,Partial College,Professional,F,M,1,4,2,4,115956,78
16337,,Jose,,White,,8371 Shenandoah Drive,,El Cajon,California,United States,92020,123-555-0138,7/6/1977,Partial College,Skilled Manual,M,M,0,2,0,0,87854,77
21503,,Melanie,K,Long,,4682 Deermeadow Way,,Lynnwood,Washington,United States,98036,849-555-0127,6/26/1952,High School,Professional,F,M,1,2,1,2,76270,60
20036,,Kate,,Tang,,6587 B Way,,Colma,California,United States,94014,219-555-0142,4/7/1963,Bachelors ,Professional,F,M,1,2,2,4,80845,73
23357,,Micah,A,Yang,,"2, route de Marseille",,Burlingame,California,United States,94010,406-555-0129,5/5/1974,Partial College,Professional,M,S,1,2,0,0,99636,76
26648,,Riley,,Rogers,,911 Nicholas Drive,,Beverly Hills,California,United States,90210,990-555-0122,10/24/1958,Graduate Degree,Professional,F,S,1,1,4,5,89034,78
11307,,Hunter,P,Rodriguez,,4343 Cook Street,,Daly City,California,United States,94015,996-555-0142,11/4/1954,Partial High School,Skilled Manual,M,M,1,2,0,2,114324,88
11745,,Allison,,Gonzalez,,3345 Macaroon Drive,,Walla Walla,Washington,United States,99362,728-555-0144,10/13/1958,Bachelors ,Professional,F,M,1,1,0,1,93370,54
14108,,Thomas,A,Yang,,9884 S. Villa Way,,N. Vancouver,British Columbia,Canada,V7L 4J4,507-555-0173,4/7/1975,High School,Skilled Manual,M,S,1,2,0,0,58242,68
15805,,Dawn,N,Lin,,1699 Meadowbrook Court,,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0112,3/2/1962,Partial College,Skilled Manual,F,M,1,2,4,5,64915,84
21588,,Theodore,W,Martin,,3519 Woodruff Lane,,Burbank,California,United States,91502,413-555-0122,2/3/1972,Graduate Degree,Skilled Manual,M,M,1,0,0,1,91315,78
23015,,Juan,L,Rivera,,8117 Green View Court,,Colma,California,United States,94014,953-555-0142,2/8/1971,Graduate Degree,Skilled Manual,M,M,1,0,1,1,109710,97
29434,,Donna,D,Yuan,,Potsdamer Straße 646,,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0162,10/2/1962,Bachelors ,Manual,F,M,1,0,0,1,16459,47
28055,,Brooke,A,Peterson,,2083 Lindenwood Drive,,Port Orchard,Washington,United States,98366,488-555-0117,10/24/1952,High School,Professional,F,S,1,2,1,2,85525,55
16995,,Taylor,J,Hall,,4769 Detroit Avenue,,Shawnee,British Columbia,Canada,V8Z 4N5,765-555-0160,7/21/1964,Bachelors ,Skilled Manual,F,S,1,3,5,5,76340,90
15366,,Alyssa,C,Coleman,,5566 Brook Way,,Lincoln Acres,California,United States,91950,801-555-0135,12/22/1965,Graduate Degree,Management,F,M,1,4,1,1,138346,68
24031,,Tammy,,Suri,,4601 San Ramon Road,,Reading,England,United Kingdom,RG7 5H7,1 (11) 500 555-0113,4/25/1970,Partial College,Manual,F,M,0,1,0,0,17319,44
25301,,Raul,,Black,,2206 Countrywood Ct,,Cambridge,England,United Kingdom,CB4 4BZ,1 (11) 500 555-0131,5/19/1980,Partial High School,Manual,M,S,1,2,0,0,23500,61
26220,,Jonathan,,Harris,,5469 Piper Ridge Court,,Bury,England,United Kingdom,PE17,1 (11) 500 555-0172,5/22/1973,Bachelors ,Skilled Manual,M,M,1,1,1,1,72634,89
16030,,Max,A,Martin,,9278 San Francisco,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0116,5/21/1947,High School,Skilled Manual,M,M,1,2,0,4,28639,63
24592,,Jay,,Martinez,,1905 Clyde Street,,Findon,South Australia,Australia,5023,1 (11) 500 555-0118,10/2/1975,Bachelors ,Professional,M,S,0,2,0,0,130302,79
27485,,Nina,,Tang,,2851 Ward Street,,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0183,7/12/1950,Partial High School,Clerical,F,S,0,2,1,2,27993,49
11781,,Carlos,,Gray,,4239 Water St.,,Daly City,California,United States,94015,252-555-0175,3/10/1971,Graduate Degree,Skilled Manual,M,M,1,0,1,1,104238,97
24941,,Wyatt,T,Garcia,,9453 Sharon Dr.,,Portland,Oregon,United States,97205,146-555-0142,4/24/1940,Bachelors ,Management,M,M,1,2,0,3,109636,74
27121,,Teresa,R,Rubio,,2253 Bel Air Dr.,,London,England,United Kingdom,SW19 3RU,1 (11) 500 555-0152,2/5/1969,Partial College,Manual,F,S,0,1,0,0,24294,39
28954,,Omar,S,Hu,,3479 Broadmoor Dr.,,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0151,12/22/1972,High School,Management,M,M,1,3,5,5,114250,158
12232,,Sean,E,Hernandez,,Holzstr 7555,,Paderborn,Nordrhein-Westfalen,Germany,33098,1 (11) 500 555-0119,4/14/1955,Partial College,Manual,M,S,1,0,0,2,12725,54
25310,,Janelle,A,Kapoor,,Residenz Straße 944,,Mühlheim,Hamburg,Germany,63151,1 (11) 500 555-0112,10/12/1971,Partial High School,Manual,F,S,0,2,0,0,24492,40
16490,,Megan,G,Robinson,,6003 San Vincente Drive,,San Gabriel,California,United States,91776,506-555-0188,5/17/1980,Partial College,Skilled Manual,F,M,1,2,0,0,67325,47
12277,,Beth,A,Ortega,,4698 Royal Oak Rd.,,Esher-Molesey,England,United Kingdom,EM15,1 (11) 500 555-0194,4/22/1969,High School,Manual,F,S,1,0,2,2,20533,49
22134,,Leonard,L,Raji,,2038 Encino Drive,,Burbank,California,United States,91502,847-555-0162,11/10/1939,Graduate Degree,Management,M,M,1,2,0,3,113337,73
12431,,Wyatt,R,Thomas,,8033 Chaucer Drive,,Sooke,British Columbia,Canada,V0,213-555-0147,3/21/1955,Partial College,Clerical,M,M,1,1,0,1,57762,72
27144,,Franklin,,Shen,,38 First Ave.,,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0188,10/25/1965,Bachelors ,Professional,M,S,1,1,3,3,116159,117
26285,,Kayla,,Hayes,,2308 Mi Casa Court,,Issaquah,Washington,United States,98027,350-555-0114,8/16/1972,Graduate Degree,Skilled Manual,F,S,1,0,0,0,68271,45
17501,,Marc,W,Carlson,,9088 Creed Ave,,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0168,4/26/1952,High School,Skilled Manual,M,M,1,2,0,3,50906,70
24916,,Kara,,Pal,,4986 Norse Drive,,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0167,11/16/1970,Bachelors ,Professional,F,S,0,4,0,0,117024,52
28184,,Madison,,Russell,,5289 Steven Drive,,Newport Beach,California,United States,92625,873-555-0146,6/10/1960,Partial College,Skilled Manual,F,M,1,1,0,1,70946,49
19157,,Eduardo,,Thompson,,4924 Mariposa,,Bremerton,Washington,United States,98312,973-555-0110,12/26/1964,Bachelors ,Skilled Manual,M,S,0,2,2,4,96084,100
29209,,Jordan,,Evans,,5023 Stephine Way,,Westminster,British Columbia,Canada,V3L 1H4,628-555-0181,9/5/1965,Partial College,Professional,M,M,1,3,4,4,119558,146
22784,,Nicholas,H,Jackson,,7939 Bayview Court,,Los Angeles,California,United States,90012,531-555-0167,6/17/1952,Partial High School,Skilled Manual,M,M,1,2,1,2,73258,82
28855,,Alexandra,M,Perez,,7489 Briowes Valley Rd.,,Oakland,California,United States,94611,651-555-0161,7/25/1967,Bachelors ,Professional,F,S,0,1,0,0,59947,51
22957,,Nicole,,Davis,,2630 Morgan Terr. Rd,,Townsville,Queensland,Australia,4810,1 (11) 500 555-0144,4/12/1962,Partial College,Skilled Manual,F,M,1,2,4,5,71285,83
18380,,Kaitlyn,G,Kelly,,7710 Pine St,,Milwaukie,Oregon,United States,97222,127-555-0157,6/27/1956,Partial College,Professional,F,M,1,1,1,2,104266,62
23528,,Jaime,P,Ferrier,,8291 Woodland Drive,,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0176,8/22/1961,Partial College,Skilled Manual,M,M,1,1,0,1,82671,77
12949,,Morgan,S,Rivera,,1127 Wellington Avenue,,Salem,Oregon,United States,97301,164-555-0143,12/19/1964,Bachelors ,Skilled Manual,F,S,1,3,5,5,47828,80
15315,,Katherine,S,Bennett,,5979 Lynwood Drive,,Renton,Washington,United States,98055,739-555-0110,10/17/1946,Bachelors ,Management,F,M,0,1,1,4,89635,62
11702,,Jenny,S,Zhou,,2107 Cardinal,,Burlingame,California,United States,94010,763-555-0124,10/17/1963,Bachelors ,Professional,F,S,1,2,2,4,96672,70
12419,,Destiny,A,Bell,,8807 Soto St.,,Bremerton,Washington,United States,98312,419-555-0128,6/5/1953,Bachelors ,Skilled Manual,F,M,1,1,0,1,54677,49
20259,,Jenny,,Andersen,,9808 Holiday Hills,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0160,9/28/1963,Bachelors ,Professional,F,S,0,2,0,0,83744,45
28421,,Monica,,Gonzalez,,Zur Lindung 40,,Hof,Bayern,Germany,95010,1 (11) 500 555-0196,8/15/1978,Partial College,Clerical,F,S,0,4,3,3,44027,67
26616,,Colin,G,Goel,,9330 Georgia Dr.,,Beaverton,Oregon,United States,97005,386-555-0134,3/18/1960,Bachelors ,Professional,M,M,0,1,0,0,59899,76
24281,,Marie,,Suri,,663 Sunset Meadows Ln.,,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0189,4/13/1954,Partial High School,Clerical,F,S,0,2,0,3,46823,43
17600,,Timothy,,Brooks,,2731 Northgate Road,,Lynnwood,Washington,United States,98036,831-555-0110,11/28/1966,Graduate Degree,Professional,M,S,1,0,0,0,104740,82
11868,,Jessica,M,Peterson,,1613 Santa Maria,,Vancouver,British Columbia,Canada,V7L 4J4,974-555-0184,8/4/1967,Partial College,Skilled Manual,F,S,1,1,0,0,55027,38
19541,,Alexandra,,Cooper,,6749 Orchid Ct.,,Westminster,British Columbia,Canada,V3L 1E7,383-555-0192,3/9/1959,Bachelors ,Professional,F,M,0,1,3,4,93318,86
28974,,Kelly,M,Hayes,,6260 Amazing Ct,,National City,California,United States,91950,641-555-0175,10/7/1939,Graduate Degree,Management,F,S,0,2,0,3,86098,45
17242,,Dale,K,Chande,,3623 Bush Avenue,,Townsville,Queensland,Australia,4810,1 (11) 500 555-0145,4/28/1973,Partial College,Management,M,M,1,3,5,5,170448,168
16077,,Stephanie,W,Rogers,,648 Los Angeles,,Burbank,California,United States,91502,236-555-0147,6/1/1971,Graduate Degree,Professional,F,M,1,0,0,2,90213,52
26626,,Dalton,,Taylor,,6985 Florencia,,Burlingame,California,United States,94010,159-555-0190,3/25/1967,Graduate Degree,Professional,M,S,0,1,0,0,108820,78
28346,,Eduardo,,Russell,,2665 Escobar,,Victoria,British Columbia,Canada,V8V,628-555-0177,6/4/1979,Partial High School,Clerical,M,S,0,2,0,0,35357,60
13805,,Gabriel,J,Hernandez,,3007 Hooftrail Way,,Runcorn,England,United Kingdom,TY31,1 (11) 500 555-0188,6/4/1965,Bachelors ,Skilled Manual,M,M,1,0,0,1,42364,72
14505,,Alex,K,Edwards,,4681 Mt. Whitney,,Beverly Hills,California,United States,90210,155-555-0116,5/25/1938,Bachelors ,Management,M,M,1,4,3,3,151796,125
27751,,Zoe,L,Cooper,,1456 Lake Pl.,,Fremont,California,United States,94536,377-555-0144,11/5/1976,Partial College,Skilled Manual,F,S,1,1,0,0,34467,39
18456,,Timothy,L,Bailey,,896 Shannon Lane,,Grossmont,California,United States,91941,871-555-0120,9/5/1977,Partial College,Skilled Manual,M,S,0,2,0,0,88590,70
16728,,Cole,D,Morris,,1517 Chisholm Way,,Milwaukie,Oregon,United States,97222,843-555-0140,1/21/1980,High School,Skilled Manual,M,M,1,2,0,0,63725,73
19024,,Dalton,,Russell,,9661 Walnut Blvd.,,Issaquah,Washington,United States,98027,114-555-0156,8/6/1952,Partial High School,Skilled Manual,M,S,1,3,1,2,84634,86
19160,,Sara,,Perez,,9121 Monte Cresta Avenue,,Newport Beach,California,United States,92625,516-555-0128,3/25/1963,Bachelors ,Professional,F,S,0,1,0,0,53879,45
25631,,Julie,,Deng,,2360 St. George Court,,London,England,United Kingdom,SW8 4BG,1 (11) 500 555-0111,8/8/1963,High School,Manual,F,S,0,2,3,3,18205,60
16070,,Sierra,J,Phillips,,9075 Ingersoll Terrace,,National City,California,United States,91950,702-555-0155,12/22/1969,Graduate Degree,Professional,F,S,1,0,0,1,90849,51
20511,,Matthew,L,Taylor,,1185 Dallis Drive,,Novato,California,United States,94947,700-555-0147,10/19/1946,Bachelors ,Management,M,M,1,2,0,4,106549,78
17752,,Deanna,R,Hernandez,,"10, avenue de Norvege",,Paris,Seine (Paris),France,75005,1 (11) 500 555-0146,6/14/1958,Partial College,Manual,F,M,1,1,0,2,12803,40
14684,,James,,Zhang,,2515 Beauty St,,Geelong,Victoria,Australia,3220,1 (11) 500 555-0129,12/14/1964,Bachelors ,Professional,M,M,1,2,3,3,117242,130
18054,,Jake,,Zeng,,4058 First Ave,,Cliffside,British Columbia,Canada,V8Y 1L1,987-555-0118,10/6/1960,Bachelors ,Professional,M,S,0,1,0,0,43980,69
11690,,Caroline,,Butler,,5629 Seagull Court,,Port Orchard,Washington,United States,98366,101-555-0110,1/13/1965,Graduate Degree,Professional,F,M,1,0,0,0,79083,56
11220,,Erica,C,Huang,,9142 All Ways Drive,,Colma,California,United States,94014,618-555-0157,2/23/1950,Partial College,Professional,F,M,1,1,1,2,98934,57
16953,,Paige,,Ward,,6673 Eola,,El Cajon,California,United States,92020,225-555-0121,10/4/1970,Graduate Degree,Professional,F,M,1,0,0,1,77370,49
19338,,Paula,L,Dominguez,,"7, rue des Vendangeurs",,Drancy,Seine Saint Denis,France,93700,1 (11) 500 555-0152,4/6/1966,Bachelors ,Professional,F,M,0,0,0,0,63562,52
26681,,Zachary,,Jackson,,7815 Driftwood Drive,,Long Beach,California,United States,90802,674-555-0155,4/3/1956,High School,Professional,M,S,1,2,0,2,80266,76
11882,,Patrick,L,Stewart,,2880 Ponderosa Dr.,,Seattle,Washington,United States,98104,115-555-0181,3/12/1959,Bachelors ,Professional,M,M,1,0,3,4,106038,127
11527,,Jenna,J,Green,,905 Johnson Road,,San Gabriel,California,United States,91776,961-555-0153,6/4/1956,Partial College,Clerical,F,M,1,1,0,1,62613,55
21460,,Jack,,Carter,,8963 Dumbarton Street,,Spring Valley,California,United States,91977,265-555-0124,8/7/1945,Bachelors ,Management,M,M,1,2,0,4,88949,79
