CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
25184,,Peter,,Tang,,9094 William Reed Dr,,Colma,California,United States,94014,211-555-0161,3/25/1961,Partial College,Professional,M,S,1,4,3,3,166820
18882,,Dalton,C,Hayes,,7311 Blackridge Dr.,,Shawnee,British Columbia,Canada,V8Z 4N5,138-555-0196,8/3/1941,Graduate Degree,Management,M,M,0,2,0,5,114649
19034,,Tabitha,J,Diaz,,Königsteiner Straße 5,,Erlangen,Bayern,Germany,91054,1 (11) 500 555-0146,10/24/1956,High School,Professional,F,S,1,4,4,4,129519
24475,,Gilbert,,Zhou,,8004 Broadmoor Ave.,,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0174,6/15/1963,Bachelors ,Professional,M,S,0,2,0,0,117187
13851,,Seth,,Moore,,1059 Delta Fair Blvd.,,Port Hammond,British Columbia,Canada,V6B 3P7,481-555-0125,7/8/1972,Graduate Degree,Skilled Manual,M,S,0,0,0,0,75165
24771,,Samuel,M,Harris,,3240 Turner Dr.,,Langley,British Columbia,Canada,V3A 4R2,227-555-0165,8/19/1972,Graduate Degree,Skilled Manual,M,M,1,0,0,1,88323
22297,,Jasmine,A,Garcia,,7583 Green Hill Rd,,Redwood City,California,United States,94063,121-555-0131,8/19/1968,Bachelors ,Professional,F,S,1,1,0,0,85963
27765,,Jerry,,Tang,,Postfach 22 99 99,,Frankfurt,Bayern,Germany,91480,1 (11) 500 555-0154,7/18/1967,Partial College,Manual,M,S,1,1,1,1,19394
20714,,Christine,,Beck,,5841 Longview Rd.,,Leeds,England,United Kingdom,LE18,1 (11) 500 555-0185,7/16/1972,Partial High School,Manual,F,S,0,2,0,0,26630
25345,,Olivia,B,Powell,,5118 Boxwood Dr.,,Mill Valley,California,United States,94941,152-555-0127,2/12/1956,Partial High School,Clerical,F,S,1,2,0,3,34226
12769,,Thomas,H,Zhang,,994 Counting Drive,,Olympia,Washington,United States,98501,659-555-0155,3/21/1955,Partial College,Clerical,M,M,1,1,0,1,43885
20755,,Alex,,Lopez,,2236 California St.,,Concord,California,United States,94519,422-555-0151,6/4/1955,Partial College,Clerical,M,M,1,1,0,1,59352
27671,,Jeremiah,D,Martinez,,9963 Pacific,,Ballard,Washington,United States,98107,400-555-0193,3/4/1953,Graduate Degree,Management,M,S,0,2,0,3,122421
11077,,Leah,,Ye,,1291 Arguello Blvd.,,Melton,Victoria,Australia,3337,1 (11) 500 555-0154,9/19/1957,High School,Professional,F,S,0,2,0,2,108728
27183,,Geoffrey,,Garcia,,Dunckerstr 4822,,Hof,Bayern,Germany,95010,1 (11) 500 555-0112,5/9/1971,Partial College,Clerical,M,S,1,1,2,2,52154
12054,,Luke,,Diaz,,6377 East Avenue,,Newton,British Columbia,Canada,V2M1P1,670-555-0117,6/4/1968,Bachelors ,Management,M,M,1,1,4,4,122833
19741,,María,R,Rivera,,7914 H St.,#9,Everett,Washington,United States,98201,948-555-0124,11/21/1940,Graduate Degree,Management,F,S,1,2,0,4,116204
11648,,Kevin,R,Scott,,4414 Kendree St.,,Chula Vista,California,United States,91910,364-555-0111,4/16/1969,Graduate Degree,Professional,M,S,1,0,0,1,126072
27162,,Phillip,,Madan,,4667 Chilpancingo Pk,,Reading,England,United Kingdom,RG7 5H7,1 (11) 500 555-0123,9/26/1974,Bachelors ,Skilled Manual,M,M,1,0,1,1,55370
28070,,Ian,A,Morris,,2371 Deerfield Dr.,,Daly City,California,United States,94015,364-555-0127,4/10/1968,Bachelors ,Management,M,S,1,1,0,0,138894
24320,,Joshua,J,White,,6872 Thornwood Dr.,,Beaverton,Oregon,United States,97005,259-555-0196,8/13/1957,Partial High School,Skilled Manual,M,S,1,2,0,2,84846
23055,,Seth,,Diaz,,6111 Joan Ave.,,Portland,Oregon,United States,97205,420-555-0171,8/8/1960,Partial College,Professional,M,M,1,0,3,3,105341
15573,,Thomas,E,Wilson,,6853 Hacienda,,Redmond,Washington,United States,98052,466-555-0174,8/25/1958,Bachelors ,Professional,M,S,0,2,4,5,109628
18654,,Thomas,A,Lopez,,8574 Hidden Oak Ct.,,Mill Valley,California,United States,94941,429-555-0115,6/18/1955,Partial College,Clerical,M,M,1,1,0,1,58236
20392,,Destiny,H,Ramirez,,6498 Pasa Del Rio,,Palo Alto,California,United States,94303,961-555-0130,3/11/1940,Bachelors ,Management,F,M,1,2,0,4,104536
17203,,Christine,W,Raje,,9601 Santa Fe Dr.,,Newcastle upon Tyne,England,United Kingdom,NT20,1 (11) 500 555-0133,2/18/1945,Partial College,Professional,F,M,1,4,4,4,136970
22082,,Lucas,,Barnes,,6695 Treat Blvd.,,Berkeley,California,United States,94704,605-555-0193,10/23/1961,Bachelors ,Management,M,S,1,3,3,3,156483
25514,,Dominic,,Martinez,,"14, rue Descartes",,Chatou,Yveline,France,78400,1 (11) 500 555-0179,7/12/1976,High School,Manual,M,S,0,1,0,0,13381
24147,,Kathleen,,Hernandez,,Höhenstr 6466,,Stuttgart,Saarland,Germany,70452,1 (11) 500 555-0116,10/18/1935,Graduate Degree,Clerical,F,M,0,0,0,1,39085
11266,,Taylor,,Howard,,7396 Stratton Circle,,Port Orchard,Washington,United States,98366,162-555-0131,5/5/1964,Partial College,Professional,F,S,0,1,0,0,98748
24252,,Jaclyn,,Xu,,6719 Santa Teresa Dr,,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0174,11/22/1947,Partial College,Clerical,F,M,0,2,0,2,27624
24825,,Zoe,L,Sanders,,4256 Ashmount Way,,Vancouver,British Columbia,Canada,V7L 4J4,321-555-0171,4/19/1965,Bachelors ,Skilled Manual,F,M,1,2,3,3,52012
26083,,Alyssa,,Smith,,324 Mepham Dr.,,San Gabriel,California,United States,91776,751-555-0111,2/5/1962,Partial College,Professional,F,S,0,4,1,1,129459
22492,,Jorge,,She,,Knaackstr 646,,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0129,7/24/1964,High School,Manual,M,S,0,0,3,3,32453
11046,,Christine,,Yuan,,2356 Orange St,,Lavender Bay,New South Wales,Australia,2060,1 (11) 500 555-0113,3/22/1950,High School,Skilled Manual,F,M,1,2,0,3,50798
15640,,Gary,,Gomez,,4744 Mary Dr.,,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0117,4/16/1980,Partial College,Manual,M,S,1,1,0,0,23549
11816,,Joe,A,Torres,,8069 Vine Hill Way,,Beverly Hills,California,United States,90210,450-555-0115,10/23/1970,Graduate Degree,Professional,M,M,1,0,0,4,116479
22922,,Heidi,L,Martinez,,3372 Mobile Lane,,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0133,7/9/1968,Bachelors ,Professional,F,S,0,1,0,0,80841
14270,,James,F,Ross,,3099 Morello Court,,La Jolla,California,United States,92806,154-555-0163,1/25/1975,Partial College,Skilled Manual,M,S,0,2,0,0,86475
14811,,Molly,,Sanchez,,Erftplatz 444,,Leipzig,Nordrhein-Westfalen,Germany,4139,1 (11) 500 555-0188,8/22/1966,Bachelors ,Professional,F,M,1,0,0,0,65947
12368,,Rodney,L,Rubio,,"40, rue Royale",,Metz,Moselle,France,57000,1 (11) 500 555-0119,6/22/1973,Partial High School,Manual,M,S,0,2,0,0,23727
12333,,Terrance,V,Rodriguez,,"16, rue des Grands Champs",,Villeneuve-d'Ascq,Nord,France,59491,1 (11) 500 555-0141,11/18/1948,High School,Management,M,M,0,3,1,4,124051
27625,,Alexandria,W,Hughes,,3407 Oak Brook Place,,Lake Oswego,Oregon,United States,97034,638-555-0128,4/1/1956,Partial College,Professional,F,S,0,0,1,2,98500
25372,,Carrie,,Torres,,4584 Hamiliton Ave.,,Chandler,Arizona,United States,85225,565-555-0112,11/6/1973,Graduate Degree,Skilled Manual,F,M,1,0,0,1,68775
20649,,Natalie,,Ramirez,,3200 Wren Ave.,#107,San Gabriel,California,United States,91776,191-555-0178,6/13/1972,Graduate Degree,Professional,F,S,1,0,0,2,95912
25607,,Sharon,,Chander,,"1199, rue Ste-Honoré",,Sèvres,Hauts de Seine,France,92310,1 (11) 500 555-0174,11/26/1952,Partial College,Manual,F,S,0,1,0,2,22843
19267,,Marshall,J,Raje,,3101 South Villa Way,,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0146,2/6/1979,Partial College,Manual,M,M,1,1,0,0,22024
11975,,Destiny,B,Garcia,,1993 South Villa Way,,Chula Vista,California,United States,91910,928-555-0186,10/4/1974,High School,Professional,F,S,0,2,0,0,77538
15902,,Robert,J,Diaz,,6161 Sanders St.,,Port Orchard,Washington,United States,98366,694-555-0162,4/25/1950,Partial College,Professional,M,M,1,2,1,2,90231
25828,,Ronald,,Madan,,9677 Elkwood Dr,,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0180,9/3/1970,Partial High School,Professional,M,M,1,4,5,5,120565
22735,,Katherine,,Jones,,7040 Santa Fe Street,,Corvallis,Oregon,United States,97330,435-555-0151,6/25/1944,High School,Professional,F,M,1,2,0,4,61997
27361,,Valerie,L,Yang,,7568 Prestwick Court,,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0195,7/11/1971,Bachelors ,Professional,F,S,0,4,0,0,100884
12349,,Lacey,W,Yuan,,9852 Shirley Dr,,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0125,7/26/1974,Bachelors ,Professional,F,S,1,3,0,0,110624
14259,,Antonio,D,Flores,,3891 Garnet Lane,,Melton,Victoria,Australia,3337,1 (11) 500 555-0129,3/3/1953,Partial College,Skilled Manual,M,S,1,2,0,3,58419
22475,,Heidi,M,Rana,,6578 Woodhaven Ln.,,Berks,England,United Kingdom,SL4 1RH,1 (11) 500 555-0132,12/10/1966,Partial High School,Manual,F,S,1,2,4,5,18992
29081,,Darren,,Lopez,,5086 Rampo Ct.,,Perth,South Australia,Australia,6006,1 (11) 500 555-0132,3/17/1949,Partial High School,Clerical,M,S,1,2,1,2,17985
16955,,Nathaniel,,Bradley,,3679 Diablo View Road,,Metchosin,British Columbia,Canada,V9,145-555-0167,8/18/1969,Bachelors ,Skilled Manual,M,M,1,0,2,2,57713
13363,,Sydney,K,Allen,,7421 Palisade Court,,Woodburn,Oregon,United States,97071,573-555-0126,6/16/1946,Bachelors ,Management,F,M,1,1,1,3,83540
18725,,Denise,M,Kapoor,,3252 Hamlet,,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0118,10/9/1967,Bachelors ,Professional,F,S,1,0,3,3,111263
21594,,Brianna,,Moore,,2545 Crowe Place,,Fremont,California,United States,94536,590-555-0112,2/20/1969,Bachelors ,Skilled Manual,F,M,1,0,2,2,57423
22262,,Marcus,,Collins,,4546 Vista Valley Rd,,Mill Valley,California,United States,94941,995-555-0181,6/5/1967,Bachelors ,Skilled Manual,M,S,1,1,2,2,68884
22642,,Garrett,,Rivera,,6541 Central Ave.,,Stoke-on-Trent,England,United Kingdom,AS23,1 (11) 500 555-0178,4/24/1967,Partial College,Manual,M,S,0,1,1,1,26399
26629,,Miranda,,Price,,9397 N. 8th Street,,Metchosin,British Columbia,Canada,V9,367-555-0196,2/6/1960,Partial College,Skilled Manual,F,M,1,1,0,1,58375
27071,,Anthony,,Clark,,5468 Boxwood Drive,,Newton,British Columbia,Canada,V2M1S6,212-555-0121,1/9/1971,High School,Skilled Manual,M,S,1,3,4,4,54004
15772,,Christopher,,Anderson,,2216 Blue Ridge Dr.,,San Gabriel,California,United States,91776,993-555-0186,3/13/1957,Partial High School,Skilled Manual,M,M,0,2,0,2,71410
15028,,Tabitha,,Alvarez,,151 Buchanan Ct,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0164,3/10/1980,Partial College,Manual,F,S,0,1,0,0,18779
19333,,Candace,J,Malhotra,,Auf Der Steige 987,,Kassel,Hessen,Germany,34117,1 (11) 500 555-0152,7/14/1965,Bachelors ,Skilled Manual,F,M,1,2,1,1,52261
12617,,Jake,G,Ma,,Hansaallee 6,,Hannover,Nordrhein-Westfalen,Germany,30601,1 (11) 500 555-0136,10/5/1969,Partial College,Manual,M,M,0,1,0,0,27798
12242,,Gilbert,,Liang,,4882 Darlene Drive,,Findon,South Australia,Australia,5023,1 (11) 500 555-0195,2/4/1979,Partial College,Manual,M,S,0,1,0,0,24495
16026,,Byron,,Jiménez,,3630 Second Avenue,,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0199,7/10/1946,Partial College,Clerical,M,M,0,2,0,2,50311
21377,,Allison,,Bailey,,3177 Lincoln Drive,,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0185,2/17/1950,Partial High School,Clerical,F,S,1,2,1,2,21909
20764,,Christian,,Taylor,,7770 Springwood Court,,Royal Oak,British Columbia,Canada,V8X,696-555-0182,1/16/1957,High School,Skilled Manual,M,M,0,2,0,2,66171
21451,,Jocelyn,,Ross,,6564 Bellwood Dr,,Concord,California,United States,94519,844-555-0175,10/28/1944,High School,Professional,F,M,1,2,0,4,32950
23949,,Kelvin,R,Deng,,"2, allée des Princes",,Courbevoie,Hauts de Seine,France,92400,1 (11) 500 555-0114,4/7/1976,High School,Manual,M,S,0,1,0,0,17406
26858,,Samuel,L,Lopez,,7074 N. Spoonwood Court,,Warrington,England,United Kingdom,WA1,1 (11) 500 555-0175,5/8/1965,Bachelors ,Skilled Manual,M,M,1,0,0,1,75062
28787,,Gabrielle,S,Wood,,1020 Book Road,,Bremerton,Washington,United States,98312,305-555-0199,4/5/1957,Partial High School,Clerical,F,M,0,2,1,2,30647
29190,,Kaitlin,C,Suri,,9955 Terra Grand,,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0188,8/11/1969,Graduate Degree,Management,F,S,0,2,0,1,152962
17747,,Franklin,A,Xie,,5657 Georgia Dr.,,Wokingham,England,United Kingdom,RG41 1QW,1 (11) 500 555-0130,11/19/1960,Graduate Degree,Clerical,M,M,1,0,0,3,73382
19401,,Kyle,A,Hernandez,,8947 Rio Grande Drive,,Chula Vista,California,United States,91910,611-555-0170,6/12/1967,Graduate Degree,Professional,M,S,0,1,0,0,115871
11614,,Katrina,M,Sharma,,Nollendorfplatz 62,,Offenbach,Saarland,Germany,63009,1 (11) 500 555-0115,8/17/1975,Partial College,Clerical,F,S,0,1,0,0,29469
14339,,Brandy,,Suri,,2082 S. Bascom Ave.,,Bellflower,California,United States,90706,121-555-0111,12/2/1977,Partial High School,Clerical,F,S,0,2,0,0,44787
19595,,Carl,,Raji,,4352 Marclair Dr.,,Seaford,Victoria,Australia,3198,1 (11) 500 555-0179,3/16/1963,Bachelors ,Professional,M,S,0,1,0,0,94319
20398,,Jordan,,Collins,,7 Zulu Court,,Palo Alto,California,United States,94303,706-555-0165,6/1/1941,Graduate Degree,Management,F,S,1,2,0,5,99864
28012,,Ian,,Stewart,,8612 Pembrook Court,,Lake Oswego,Oregon,United States,97034,898-555-0150,12/11/1943,Bachelors ,Management,M,S,0,2,0,4,110748
14175,,Cynthia,,Mehta,,4513 Terry Lynn Lane,,Bury,England,United Kingdom,PE17,1 (11) 500 555-0162,5/20/1945,Bachelors ,Management,F,M,1,4,4,4,122709
22339,,Richard,,Nelson,,7970 Madrid,,Redmond,Washington,United States,98052,730-555-0154,11/2/1953,High School,Manual,M,M,0,2,0,2,20516
24342,,Evan,W,Campbell,,9585 Macarthur Ave.,,Sooke,British Columbia,Canada,V0,645-555-0133,4/24/1961,Partial College,Skilled Manual,M,M,1,1,0,1,95779
13802,,Tina,,Subram,,"26, rue des Grands Champs",,Dunkerque,Nord,France,59140,1 (11) 500 555-0139,4/27/1934,Partial College,Clerical,F,M,1,1,0,2,23065
28973,,Bryan,,Cooper,,9993 Mt. Hood Circle,,Mill Valley,California,United States,94941,332-555-0170,11/19/1939,Graduate Degree,Management,M,S,0,2,0,3,111707
29431,,Marie,F,Gutierrez,,156 East Lake Court,,Birmingham,England,United Kingdom,B29 6SL,1 (11) 500 555-0152,9/17/1975,Bachelors ,Skilled Manual,F,M,0,0,1,1,55203
24032,,Micah,A,Ma,,"36, rue de Cambrai",,Paris,Seine (Paris),France,75009,1 (11) 500 555-0152,5/28/1969,High School,Manual,M,M,1,0,2,2,24752
26031,,Katrina,P,Kumar,,6838 El Rancho Drive,,Townsville,Queensland,Australia,4810,1 (11) 500 555-0186,5/27/1965,Bachelors ,Professional,F,S,0,1,3,3,75649
12593,,Benjamin,F,Zhang,,7980 Los Gatos Court,,Bury,England,United Kingdom,PE17,1 (11) 500 555-0134,5/3/1961,Graduate Degree,Clerical,M,S,1,0,0,4,92189
15529,,Jason,,Allen,,16 Woodside Court,,Lynnwood,Washington,United States,98036,151-555-0119,7/5/1963,Bachelors ,Professional,M,M,1,2,2,4,100090
16560,,Kelvin,E,Sun,,"387, rue des Berges",,Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0167,10/14/1970,Bachelors ,Clerical,M,S,1,0,0,0,82158
25753,,Nichole,P,Lal,,6196 Nottingham Place,,Woolston,England,United Kingdom,WA1 4SY,1 (11) 500 555-0193,8/14/1951,High School,Manual,F,S,0,2,0,3,24779
16084,,Allison,R,Wright,,4463 Temple Court,,Lake Oswego,Oregon,United States,97034,567-555-0119,11/17/1967,Bachelors ,Professional,F,S,0,1,0,0,58773
26101,,Phillip,S,Smith,,4914 Sierra Drive,,Bellingham,Washington,United States,98225,827-555-0134,1/13/1936,Graduate Degree,Management,M,M,1,2,0,2,88955
27291,,Bobby,M,Mehta,,7489 Briowes Valley Rd.,,Burien,Washington,United States,98168,735-555-0115,7/25/1966,Bachelors ,Skilled Manual,M,S,0,1,3,3,125537
22241,,Alexandria,M,Washington,,1779 Virginia Hills Dr,,Redmond,Washington,United States,98052,617-555-0119,7/2/1970,Bachelors ,Skilled Manual,F,M,1,1,1,1,60613
28825,,Caleb,A,Hernandez,,9808 Deerfield Dr.,,Renton,Washington,United States,98055,344-555-0121,8/4/1972,Graduate Degree,Skilled Manual,M,M,1,0,0,1,109473
12653,,Nichole,,Andersen,,811 Mcneil Place,,London,England,United Kingdom,W10 6BL,1 (11) 500 555-0141,1/25/1950,Bachelors ,Management,F,M,1,3,5,5,128031
18242,,Christine,I,Pal,,9637 Arata Way,,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0112,7/10/1969,Graduate Degree,Management,F,M,1,0,0,1,112402
15977,,Julia,T,Harris,,6820 Montego,,Burien,Washington,United States,98168,851-555-0121,3/15/1960,High School,Professional,F,M,1,3,3,4,80521
21871,,Devin,,Adams,,8590 High Maple Court,,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0161,11/5/1976,Bachelors ,Professional,M,S,1,3,0,0,99695
18830,,Kristine,,Ortega,,7581 Alaska Dr.,,Bellflower,California,United States,90706,403-555-0196,9/8/1961,Bachelors ,Management,F,M,1,3,3,3,133833
29363,,Cristina,R,Jai,,Postfach 22 99 99,,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0191,12/25/1967,Partial College,Manual,F,S,1,1,1,1,13618
24974,,Eduardo,,Carter,,9109 Pinetree Court,,Long Beach,California,United States,90802,473-555-0165,6/1/1948,Bachelors ,Management,M,M,1,0,1,2,91362
26389,,Candice,L,Zhou,,"3887, rue Villedo",,Paris,Seine (Paris),France,75016,1 (11) 500 555-0193,2/17/1955,High School,Professional,F,M,0,4,3,3,106401
12378,,Brianna,P,Sanchez,,Zeiter Weg 9922,,Ingolstadt,Bayern,Germany,85049,1 (11) 500 555-0164,8/20/1979,Partial College,Clerical,F,S,1,1,0,0,48865
18480,,Heidi,,Suri,,1542 Orwood Dr,,Burlingame,California,United States,94010,280-555-0183,7/9/1973,Partial College,Professional,F,S,1,2,0,0,68495
19941,,Cedric,R,Liang,,2023 Flame Drive,,London,England,United Kingdom,W1X3SE,1 (11) 500 555-0192,3/11/1949,High School,Management,M,S,0,4,5,5,164967
25758,,Leslie,,Gutierrez,,Klara Straße 84,,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0138,4/7/1968,Partial College,Manual,F,M,0,0,1,1,22401
23917,,Carrie,,Carlson,,Conesweg 489,,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0111,4/28/1963,High School,Manual,F,M,1,1,3,3,15034
26538,,Warren,,Black,,8866 Alpha Way,,Bellflower,California,United States,90706,189-555-0173,11/18/1968,Graduate Degree,Management,M,M,1,3,1,2,180917
19331,,Jessie,F,Hu,,Hochstr 8777,,Berlin,Hamburg,Germany,14111,1 (11) 500 555-0193,9/3/1965,High School,Manual,M,S,1,1,2,2,12289
20945,,Roger,M,Tang,,Pflugstr 2565,,München,Nordrhein-Westfalen,Germany,80074,1 (11) 500 555-0112,5/26/1976,Partial College,Clerical,M,S,0,1,0,0,48084
24906,,Donna,,Raji,,2304 La Canada,# 13,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0198,6/21/1972,Bachelors ,Professional,F,S,0,3,0,0,116298
24909,,Grant,C,Yuan,,6924 Santa Barbara,,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0112,12/12/1972,High School,Management,M,M,0,3,5,5,114741
25708,,Misty,,Sharma,,4764 Gatter Court,,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0185,7/9/1978,Partial College,Manual,F,S,0,1,0,0,19500
16095,,Marcus,,Garcia,,137 Mazatlan,,El Cajon,California,United States,92020,582-555-0192,2/11/1966,Graduate Degree,Professional,M,M,1,0,0,4,115182
13431,,Bryan,E,James,,1278 Sunshine Dr.,,Tacoma,Washington,United States,98403,580-555-0138,8/3/1956,Partial College,Professional,M,M,1,0,2,3,102621
23965,,Dustin,,Shan,,Postfach 22 99 99,,Frankfurt am Main,Saarland,Germany,60075,1 (11) 500 555-0163,7/26/1962,Graduate Degree,Manual,M,S,0,0,0,1,32222
14426,,Madison,J,Hughes,,Herzogstr 3998,,Erlangen,Bayern,Germany,91054,1 (11) 500 555-0160,8/23/1957,Partial College,Professional,F,M,1,2,4,4,135346
25111,,Drew,J,Chander,,2798 Castlewood,,Perth,South Australia,Australia,6006,1 (11) 500 555-0178,10/6/1970,Bachelors ,Professional,M,M,1,0,0,2,128842
28931,,Darren,W,Jiménez,,9161 Napa St.,,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0159,11/6/1975,Bachelors ,Professional,M,M,1,3,0,0,125743
21437,,Whitney,,Sara,,7208 Peach Place,,Chula Vista,California,United States,91910,226-555-0111,9/6/1962,Bachelors ,Professional,F,S,0,1,0,1,81046
28767,,Gilbert,L,Hu,,740 Royal Links Circle,,Cliffside,British Columbia,Canada,V8Y 1L1,733-555-0112,8/27/1975,Partial College,Clerical,M,M,1,2,3,3,50589
25433,,Zachary,,Kumar,,1907 Pinecrest Dr,,Royal Oak,British Columbia,Canada,V8X,924-555-0122,11/5/1965,Bachelors ,Professional,M,S,0,1,0,0,68937
23302,,Fernando,R,Walker,,2265 Park Glen Court,,Port Orchard,Washington,United States,98366,218-555-0189,6/16/1979,High School,Skilled Manual,M,S,0,2,0,0,60602
25836,,Jaime,E,Luo,,6492 Candy Rd,,Berkeley,California,United States,94704,699-555-0112,12/19/1937,Graduate Degree,Management,M,M,1,2,0,3,82517
26488,,Julia,A,Rodriguez,,8742 Longbrood Way,,Cliffside,British Columbia,Canada,V8Y 1L1,321-555-0114,10/13/1947,High School,Professional,F,M,1,2,1,2,45041
23197,,Cole,W,Cook,,7165 Foothill Way,,Los Angeles,California,United States,90012,757-555-0155,11/26/1965,Bachelors ,Skilled Manual,M,M,1,2,3,3,81393
19697,,Isabella,C,Wood,,7941 Cristobal,,Grossmont,California,United States,91941,752-555-0172,5/28/1962,High School,Professional,F,S,1,4,3,3,127633
16617,,Alvin,M,Xie,,8592 Camelback Ct.,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0185,2/6/1974,High School,Management,M,M,1,1,5,5,113343
18799,,Jacob,K,Lewis,,3114 Notre Dame Ave.,,La Jolla,California,United States,92806,128-555-0173,10/24/1971,Graduate Degree,Skilled Manual,M,M,1,0,0,1,100775
24266,,Melvin,L,Chander,,4804 Haynes Court,,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0120,2/25/1949,Partial High School,Clerical,M,M,1,2,1,2,12333
18513,,Edwin,,Xu,,3396 El Dorado Way,,Burlingame,California,United States,94010,766-555-0140,11/19/1956,Partial College,Professional,M,M,0,2,0,3,89782
15779,,Jackson,,Hayes,,7783 Limewood Pl,,Bremerton,Washington,United States,98312,214-555-0114,2/18/1957,Partial College,Professional,M,M,1,0,1,2,88985
19404,,Nicole,L,Moore,,8108 Goen Road,,Berkeley,California,United States,94704,864-555-0156,8/15/1928,High School,Skilled Manual,F,M,1,2,0,4,28525
24919,,Carl,D,Shan,,8741 Clark Creek Lane,,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0178,8/25/1970,Partial High School,Professional,M,M,1,4,5,5,114264
25534,,Casey,,Sanz,,"12, rue Descartes",,Metz,Moselle,France,57000,1 (11) 500 555-0135,9/18/1935,Graduate Degree,Clerical,M,M,0,0,0,1,46440
21997,,Dennis,,Xu,,9707 Daffodil Drive,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0116,3/14/1958,Bachelors ,Professional,M,M,1,2,4,5,135129
22909,,Tommy,,Goel,,3249 E Lane,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0147,11/25/1968,Bachelors ,Professional,M,S,0,1,2,2,111180
22471,,Joel,,Martinez,,"244, rue Descartes",,Lieusaint,Seine et Marne,France,77127,1 (11) 500 555-0148,9/5/1967,Bachelors ,Clerical,M,S,1,0,1,1,55802
24416,,Oscar,A,Jenkins,,3553 Blenheim Way,,Salem,Oregon,United States,97301,778-555-0161,7/15/1961,High School,Professional,M,M,1,2,3,4,114785
15444,,Roy,S,Fernandez,,9907 Via Appia,,York,England,United Kingdom,Y03 4TN,1 (11) 500 555-0114,2/9/1962,Graduate Degree,Clerical,M,M,1,0,0,1,42588
17792,,Bridget,K,Andersen,,4405 Balboa Court,,Newcastle upon Tyne,England,United Kingdom,NT20,1 (11) 500 555-0124,12/22/1967,Bachelors ,Clerical,F,M,1,0,0,0,51688
15024,,Nathan,,Jones,,845 Lay Brooke Way,,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0115,11/13/1952,High School,Skilled Manual,M,M,1,2,0,3,50644
19502,,Felicia,,Carlson,,7785 Westchester Pl.,,Milton Keynes,England,United Kingdom,MK8 8DF,1 (11) 500 555-0112,2/3/1962,Bachelors ,Skilled Manual,F,M,1,0,0,1,43161
22716,,Caleb,,Nelson,,8404 Houston Ct.,,Edmonds,Washington,United States,98020,331-555-0117,7/6/1965,Bachelors ,Management,M,S,1,4,1,3,127103
28247,,Jonathan,,Adams,,2835 The Trees Drive,,Lake Oswego,Oregon,United States,97034,145-555-0135,9/22/1956,Partial College,Professional,M,S,1,0,1,2,122595
19031,,Regina,S,Perez,,6469 Climbing Dr.,,London,England,United Kingdom,W10 6BL,1 (11) 500 555-0129,7/13/1957,High School,Professional,F,M,1,2,4,4,131262
21546,,Cory,B,Garcia,,Nonnendamm 36,,Bottrop,Nordrhein-Westfalen,Germany,46236,1 (11) 500 555-0116,5/25/1948,Partial High School,Skilled Manual,M,M,1,4,1,4,117645
14224,,Tamara,M,She,,5002 Starflower Dr.,,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0175,9/21/1973,Partial College,Management,F,S,1,3,5,5,129980
14311,,Erik,M,Alvarez,,2348 Polaris Dr.,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0110,4/14/1966,Graduate Degree,Management,M,S,0,3,0,0,187869
